상호,영업표지,업종,전체,가맹점,직영점
(주)더몰트하우스컴퍼니,더몰트하우스,서양식,6,5,1
(주)은혜푸드,만복국수집,주점,83,83,0
오엔푸드,투사랑,주점,53,53,0
(주)왕순이,왕순이 주먹밥 김밥,분식,23,23,0
(주)족발굽다,족발굽다,기타 외식,2,1,1
(주)코리아에프앤비,조선육회,한식,,,
해물화짬뽕,목천 해물화짬뽕,중식,1,0,1
오십칠도씨(57℃),57도씨 트라토리아,서양식,1,0,1
칠분통닭,칠분통닭,치킨,2,0,2
1리터셀(SELL)&디저트와플,1리터셀(SELL)&디저트와플,커피,1,0,1
(주)유니쉐프딜리버리,담아내다,한식,46,46,0
구르메산장,구르메산장,한식,1,0,1
디벨로맥스,치즈당,제과제빵,0,0,0
서효원,정성으로 빚은 만두고을,한식,3,2,1
신묘한컴퍼니,신묘한곱도리식당,한식,1,0,1
해물상회,해물상회,한식,12,11,1
더라온누리(TheRaonnuri),수완초밥생각,일식,3,3,0
(주)대한육계전문유통,순살만공격,치킨,220,220,0
엔돌핀,삼초전 삼겹살 초벌전문점,한식,22,22,0
통큰오리착한삼겹,풍요갈비왕국,한식,0,0,0
툴스돈카츠,툴스돈카츠,기타 외식,41,41,0
전원숯불갈비,전원숯불,기타 외식,22,22,0
대성땡초불닭,화(火)대성땡초불닭,기타 외식,4,3,1
코레와카레,코레와카레,일식,3,2,1
비어팩토리,맥주공장,주점,5,5,0
캡틴신푸드시스템,신대장 떡볶이,분식,9,9,0
㈜제이엠푸드,박봉구가래떡볶이,분식,33,33,0
대관령푸드,대관령양푼이동태찌개,한식,16,16,0
(주)공간에프앤비,닭장맥주,주점,2,1,1
(주)엘케이글로벌,비바로마,서양식,1,0,1
금손프랜차이즈,큰바우국밥,한식,15,15,0
라온감자탕,라온가정식감자탕,한식,8,7,1
일오코리아,대한냉면,한식,16,16,0
게르츠코리아,매직트리(MAGIC TREE),주점,0,0,0
(주)웰니스레시피,YOGO FROZEN YOGURT,기타 외식,1,0,1
어판왕어업회사법인㈜,어사출또,기타 외식,70,70,0
어판왕어업회사법인(주),어사또,한식,18,18,0
(주)이앤에프앤씨,택이네 조개전골,한식,57,57,0
(주)델리치랩,25카츠,일식,13,12,1
(주)드렁킨푸드,드렁킨타이,기타 외국식,10,10,0
(주)하남에프앤비,하남돼지집,한식,162,161,1
어나더도넛,어나더도넛,제과제빵,1,0,1
(주)지오엔지,달밤엔맥주일보,주점,0,0,0
에스에이㈜,유박사곱창,한식,2,1,1
일행,일행,한식,1,0,1
밥심,따뜻한한끼밥심,한식,2,1,1
이자카야한잔삼성본점,혼미HONMI,일식,0,0,0
에이치엠솔루션,함박스테이크주는 함파킹,서양식,0,0,0
